logFC	CI.L	CI.R	AveExpr	t	P.Value	adj.P.Val	B
ESF1	0.24235208960067	0.0315365734846201	0.453167605716721	3.46079668335176	2.26686676940619	0.0244672556637479	0.0832034978965389	-3.7502535734232
COX6A2	-0.144637726032999	-0.270486754375039	-0.018788697690958	2.54778612351256	-2.26627974844941	0.0245038203026957	0.0833025966182525	-3.75150277199991
CCDC90A	-0.296267998721902	-0.554082039095975	-0.0384539583478289	4.25578821759296	-2.26600037942885	0.0245212385197524	0.083315520392641	-3.75209717013162
PPP4R1	0.281264876486131	0.0365045019221041	0.526025251050158	6.91192389392965	2.2659806265174	0.0245224704916141	0.083315520392641	-3.752139194688
YKT6	0.151324388583216	0.019604298003157	0.283044479163275	5.80375326880905	2.26536771362863	0.0245607241934723	0.0834202321123323	-3.75344300166883
GCET2	0.160386175779771	0.0207657302821868	0.300006621277355	2.87530571050251	2.26516432063532	0.0245734300565042	0.0834381337652316	-3.75387559156134
C22orf28	0.181852749424203	0.023494893438903	0.340210605409503	5.59606011198492	2.26444646507456	0.0246183200230087	0.0835652714150647	-3.75540208073336
ACAA1	0.209212750762556	0.0269652340249909	0.391460267500121	7.52677106324121	2.26364505628366	0.0246685194022932	0.0837022891424171	-3.7571057004318
EED	0.25862278115997	0.0333255767213459	0.483919985598595	5.13175269456281	2.26356397904256	0.0246736029658809	0.0837022891424171	-3.75727802105948
LCE1A	-0.213445424653036	-0.399419120686716	-0.0274717286193559	3.71384387045226	-2.26316973618505	0.024698335127449	0.0837450550577115	-3.75811585685491
DDX41	0.209383232274989	0.0269397361863627	0.391826728363616	4.80954235167839	2.26305606524219	0.024705470099861	0.0837450550577115	-3.75835740201568
PRKCI	0.26366652670947	0.0339105503288867	0.493422503090052	5.02420277341206	2.26292406351165	0.0247137579285331	0.0837450550577115	-3.75863788476502
GPR183	0.389574480799379	0.0500982637427257	0.729050697856031	5.02616334706533	2.26288740907594	0.0247160597354429	0.0837450550577115	-3.75871576687812
GNPTG	0.20071735984672	0.0257685001584749	0.375666219534964	4.97547941219598	2.26232825259841	0.024751196568192	0.0838387950160733	-3.75990369548899
FCF1	0.182589155346964	0.0234229634608541	0.341755347233075	2.82168689392965	2.26206954788346	0.02476746805772	0.0838685958188696	-3.76045321979334
TESK2	0.199495294284556	0.0255235605024915	0.37346702806662	3.66957569053266	2.2611832711597	0.0248232820983859	0.0840322388259689	-3.76233534145206
DDOST	0.223531684860593	0.0284879888209536	0.418575380900233	7.34771406536683	2.25989870292808	0.0249043736978754	0.0842589241125001	-3.76506204462282
NNAT	-0.130565437390961	-0.244491674996463	-0.0166391997854584	3.07729795517085	-2.25988465002044	0.0249052620995511	0.0842589241125001	-3.76509186606106
UNC119	0.2407749818912	0.0306596367900368	0.450890326992362	5.5201056031608	2.25961988234229	0.0249220054448172	0.0842901582585109	-3.76565369222013
IFITM1	0.145930375208039	0.0185728249426684	0.273287925473409	12.1977757041709	2.25945034652969	0.0249327316859201	0.0843010289181668	-3.76601340748593
NCRNA00235	-0.128599513373028	-0.240854224216113	-0.0163448025299428	2.23226367504523	-2.25900165511076	0.0249611390624132	0.0843631689167849	-3.76696530203977
PPP1R3B	0.297193145290768	0.0377577790361783	0.556628511545358	8.20765758266332	2.25887089073354	0.0249694232776022	0.0843631689167849	-3.76724268368193
C19orf62	-0.287821153016258	-0.539094629550567	-0.0365476764819494	6.73648001543216	-2.25869639926479	0.0249804814373137	0.0843631689167849	-3.76761279693663
OR1N1	-0.11858358355189	-0.222109868982035	-0.0150572981217437	3.21215012064824	-2.25868536686686	0.0249811807441166	0.0843631689167849	-3.76763619680673
NCLN	0.165507075211143	0.0209826274470127	0.310031522975274	3.71890789788442	2.25817213918018	0.0250137314125879	0.0844078537031158	-3.76872464010687
LOC338797	-0.150999437775227	-0.282860814259358	-0.0191380612910957	3.03735084327638	-2.25808104262689	0.0250195129346993	0.0844078537031158	-3.76891781139585
HCFC1	0.178393631365616	0.0226046310161536	0.334182631715079	5.30286462227136	2.25800216964696	0.0250245196185994	0.0844078537031158	-3.76908505648821
HTATIP2	0.2020220232506	0.0255916663778982	0.378452380123302	7.23607813524121	2.25791299507547	0.0250301812775722	0.0844078537031158	-3.76927413877235
LIMD1	0.150959852346963	0.0191146856604242	0.282805019033501	3.43490321568342	2.25776662143543	0.0250394769054987	0.0844078537031158	-3.76958448838023
RNF13	0.198826226606656	0.0251754939381164	0.372476959275195	9.46866789312563	2.25776559006288	0.0250395424146919	0.0844078537031158	-3.76958667508651
ZNF232	0.145727773825442	0.018422995865741	0.273032551785144	2.54849185826131	2.25724877620185	0.0250723874442666	0.0844931927626305	-3.77068229976584
ALDH3A2	0.173109914382114	0.0218585118488627	0.324361316915366	4.1093171869196	2.2568584993692	0.0250972155747189	0.0845293066769583	-3.77150951338795
RPL7A	0.205160040094206	0.0259042774132664	0.384415802775146	10.1479406871206	2.25684352279883	0.0250981687620411	0.0845293066769583	-3.77154125436588
LASS5	0.181765399390485	0.0229139892232793	0.34061680955769	6.3397446300402	2.25632647842721	0.0251310955398554	0.0846087942150477	-3.77263694311009
C2orf49	0.319701431141559	0.0402915128808647	0.599111349402254	4.04968808278894	2.25623619272332	0.0251368490387604	0.0846087942150477	-3.77282824662436
CNOT1	0.228159558485657	0.0286985819402468	0.427620535031066	5.5898030451608	2.25560228677177	0.0251772773518529	0.084719462201647	-3.77417120541946
GFI1	-0.195314558920133	-0.366118941000668	-0.0245101768395975	2.89987416549246	-2.25484871017843	0.0252254116060308	0.0848559859241239	-3.77576722634981
RADIL	-0.120250028896698	-0.225417234043366	-0.0150828237500306	2.33655235363317	-2.2546890532087	0.0252356198953432	0.0848648865644416	-3.77610530337875
REST	-0.147625478419175	-0.276748539519516	-0.0185024173188341	2.56983339469849	-2.25444323313016	0.0252513444014398	0.084892326804361	-3.77662578823467
ARID3A	0.213192190504541	0.0266731187249064	0.399711262284176	6.98387483266834	2.2538751008757	0.02528771912097	0.0849811536084437	-3.77782851183514
FAM50B	0.126568470458392	0.0158313818255004	0.237305559091283	2.82848545938191	2.2537940596004	0.025292911517751	0.0849811536084437	-3.77800005101868
MXD4	-0.33887368437996	-0.635388390349134	-0.0423589784107861	4.90710120202513	-2.25358221403297	0.0253064890698789	0.0850013230596171	-3.77844843458741
IRF2BP2	-0.265364688424195	-0.497572179388262	-0.0331571974601275	8.19944081103015	-2.25345404144179	0.0253147069602927	0.0850034833956927	-3.77871969998474
ANKLE1	-0.122272258656145	-0.229295846840055	-0.0152486704722341	2.80535089947236	-2.25283936751881	0.0253541496255322	0.0850955254220204	-3.78002039695002
MXRA8	-0.124664232014347	-0.233787908652989	-0.015540555375704	2.44755780711558	-2.25270682786761	0.0253626615068164	0.0850955254220204	-3.78030081686532
CLCNKB	-0.105735127243425	-0.198290798432212	-0.0131794560546383	2.38007740803015	-2.25267249901137	0.0253648665600301	0.0850955254220204	-3.78037344537093
FUNDC1	0.213282745210664	0.0265505793467914	0.400014911074536	4.27128259779899	2.25225928983591	0.0253914214357489	0.0851591546180437	-3.78124757695144
C17orf79	0.161715175909134	0.0201046040593118	0.303325747758956	3.10271351634171	2.25183673881636	0.0254186017270337	0.0852248427190836	-3.78214131362518
CCDC88C	0.253980857912005	0.0315570105003346	0.476404705323676	4.13130879462312	2.2516528645492	0.0254304372254893	0.0852390581076585	-3.78253017599084
PPHLN1	0.226939464720949	0.0281706344736193	0.425708294968278	6.38072614841709	2.25135273206846	0.0254497662775097	0.085278374788359	-3.78316483972348
PADI2	0.320476957488292	0.0397436703545765	0.601210244622008	7.67685954536683	2.25104769786595	0.0254694241304237	0.0853187694303329	-3.78380978646934
TRIM3	-0.163556025037064	-0.306865266668994	-0.0202467834051345	3.02406797109548	-2.25047477198384	0.0255063819754527	0.085417075060737	-3.7850209238863
WWC3	0.227739327854614	0.0281500300465522	0.427328625662676	7.91996573616583	2.25000033999449	0.025537021629052	0.0854816802519544	-3.78602362865892
HNRNPD	0.173125977114303	0.0213946600088401	0.324857294219766	8.34145543046231	2.24992897799613	0.0255416330872004	0.0854816802519544	-3.78617443380311
SLC13A2	-0.113888988994979	-0.213708471271513	-0.0140695067184444	2.48776903178392	-2.24982233600022	0.025548525714227	0.0854816802519544	-3.78639978564963
ALS2CL	-0.132784340411525	-0.249192589478883	-0.016376091344167	2.7632205620804	-2.24928715496168	0.0255831407344695	0.085571983702598	-3.78753055702778
MMD	-0.415903435542321	-0.780605410241664	-0.0512014608429794	6.5121438530402	-2.24872419374012	0.0256195966581081	0.0856649985453962	-3.78871974908403
RCOR1	0.251039905990437	0.0308952746106894	0.471184537370184	6.80986899922613	2.24862204542971	0.0256262163711366	0.0856649985453962	-3.78893549559519
SYNRG	0.167796258363703	0.0206347388712375	0.314957777856168	4.03511032915075	2.24838049157858	0.0256418761796993	0.0856682440933387	-3.78944564228405
UBXN7	0.238228577340509	0.0292953210879257	0.447161833593092	5.20095351882412	2.24837156308108	0.0256424551692679	0.0856682440933387	-3.78946449771827
SYT5	-0.129861555435437	-0.243764422028402	-0.0159586888424722	2.5169873541608	-2.24816273987146	0.0256560000547378	0.0856879858971034	-3.78990547576775
ARSD	0.302454842335007	0.0371345899535525	0.567775094716462	4.90689540647739	2.24787387372083	0.0256747470378833	0.08572508517082	-3.79051541877238
C4orf23	-0.115305168408896	-0.216463882996037	-0.0141464538217553	2.09263943171357	-2.24764268757884	0.0256897592732997	0.0857496961823227	-3.79100351644649
SKIV2L	0.133435525564084	0.0163539906190439	0.250517060509124	3.04634939611558	2.24731971916572	0.0257107442622655	0.0857919464416096	-3.79168531205278
QKI	0.246006432313004	0.0301405045085668	0.46187236011744	6.79020869673869	2.24721261042418	0.0257177069889124	0.0857919464416096	-3.79191140116106
SLC20A2	0.121400033135102	0.0148634221093352	0.227936644160869	2.55541109725628	2.24699303959171	0.0257319855795829	0.0858140689967547	-3.792374847466
GLT8D1	0.248924781943566	0.0304336316533275	0.467415932233805	5.07362629671357	2.24654997328396	0.0257608190132969	0.085884703198817	-3.79330989296885
ITGA4	0.323631488932807	0.0395072208887724	0.607755756976841	5.05023467062814	2.24607493207855	0.0257917645465882	0.0859623349396533	-3.79431222383993
FAM13A	0.273519259972262	0.0333474083968935	0.51369111154763	4.07976565011558	2.24567862863722	0.0258176056548092	0.0860229129032864	-3.79514826516171
PUS3	0.257724221482547	0.0313570404440635	0.484091402521031	5.76832837304523	2.24503736356033	0.0258594673566399	0.0861368188412625	-3.79650078079761
KPNA3	0.200487143782642	0.0243189855515174	0.376655302013766	5.6050347478191	2.24409332635789	0.0259212015865306	0.0862839564948437	-3.79849121726757
NCR1	0.39465937975538	0.0478468503854717	0.741471909125288	4.77902698653266	2.24393074736499	0.0259318462021592	0.0862839564948437	-3.79883392353374
SLC25A43	0.170890090766621	0.0207170339895658	0.321063147543676	2.83910782265327	2.24391632902022	0.0259327904054487	0.0862839564948437	-3.79886431535808
FHOD1	0.210087059965806	0.0254668726414718	0.394707247290141	4.74564491748241	2.24389182108332	0.0259343954069781	0.0862839564948437	-3.79891597418541
C19orf22	-0.237050548166664	-0.445381866425811	-0.0287192299075166	9.72919386026633	-2.24371763512594	0.0259458051732605	0.0862963324405244	-3.7992831150144
ARL6IP1	-0.232283176248439	-0.436442594762419	-0.0281237577344588	7.4056214518191	-2.24352098085438	0.0259586919445402	0.0863136121486313	-3.7996975809794
SERPING1	0.689180183059778	0.0833085607782708	1.29505180534129	3.27254535373367	2.24302425036332	0.0259912675667344	0.0863963283868168	-3.80074433014625
SNAPIN	0.206296528291011	0.0249189768470557	0.387674079734966	6.86117552603518	2.24279812377682	0.0260061087554023	0.08639706878303	-3.80122076884399
DDHD2	-0.199953011658058	-0.375754223273155	-0.0241518000429616	3.33440372779899	-2.24278625233821	0.026006888108098	0.08639706878303	-3.80124578017982
DIS3L	0.199436422156384	0.0240674682635983	0.374805376049171	2.97963808725126	2.24250573564387	0.0260253097784125	0.0864259376873649	-3.8018367501118
XRRA1	0.349935734747489	0.04220892244165	0.657662547053329	4.24062714796985	2.24235699334125	0.02603508236929	0.0864259376873649	-3.80215007993223
MFNG	0.216396775578191	0.0260969282973913	0.406696622858992	5.14600716752261	2.2423022099156	0.0260386825272661	0.0864259376873649	-3.80226547778084
C12orf39	-0.215373124215446	-0.405046741845553	-0.0256995065853403	2.31355262127638	-2.23906334280442	0.0262523005746341	0.0870877685080344	-3.809083192975
MARCKS	0.27404954063223	0.0326970730515247	0.515402008212936	9.32619281758794	2.23902598841978	0.0262547731409711	0.0870877685080344	-3.80916176824461
CRISPLD2	0.387110954993545	0.0461713662269475	0.728050543760143	8.73836666596985	2.23892645620675	0.026261362380252	0.0870877685080344	-3.80937112903728
HAP1	-0.161967675481349	-0.304651489383895	-0.0192838615788026	3.90050101178392	-2.23838836324512	0.0262970101916194	0.0871620216909217	-3.81050282641101
NHP2	0.257707415076998	0.0306768253519591	0.484738004802036	6.22386754239196	2.23833114125802	0.0263008035353017	0.0871620216909217	-3.81062315840732
LOC646938	-0.119153051434481	-0.224128102172497	-0.0141780006964648	2.5230240751005	-2.23821022299727	0.0263088209812632	0.0871620216909217	-3.81087742755986
SERTAD1	0.202515679005023	0.0240900921148979	0.380941265895148	4.95725972121105	2.23811974129134	0.0263148217330995	0.0871620216909217	-3.8110676856346
GCNT2	-0.198818555472022	-0.374022561873855	-0.023614549070189	3.22993633382915	-2.23766299844894	0.0263451311370653	0.0872293840600419	-3.81202797843589
GNB1	0.167735840961745	0.0199171738003517	0.315554508123138	7.18553208671357	2.23757905318453	0.0263507050404154	0.0872293840600419	-3.81220445145892
LPIN1	0.305495698805837	0.0362236027084234	0.57476779490325	4.60206219629146	2.23715228749337	0.0263790578456419	0.0872974895735162	-3.81310151783252
CST4	-0.169331708334048	-0.318603579322904	-0.0200598373451925	3.41669995131156	-2.23687704586993	0.0263973580111536	0.0873322970522306	-3.81367999272621
KIAA0100	0.172315887522239	0.0203555912389326	0.324276183805545	5.77918518377387	2.23602672030624	0.0264539639777077	0.0874937765275082	-3.81546669388282
MEF2D	0.269188395930417	0.0317809123954207	0.506595879465414	6.06773863505025	2.23585548479518	0.0264653758562719	0.087505730070443	-3.81582641534976
LOC100128510	0.167372567489002	0.0197269480968384	0.315018186881165	4.30148237533668	2.23534989253682	0.0264990957291487	0.0875914145132569	-3.81688838116634
CALM1	0.136410254033244	0.0160619676322778	0.25675854043421	10.7078081982915	2.23505855913665	0.0265185428395465	0.0876298844951093	-3.81750020573807
MCHR1	-0.114698294186992	-0.215898968967551	-0.0134976194064334	2.74618745559296	-2.23488587251679	0.0265300758931362	0.0876421877164481	-3.817862826388
CD93	0.33134318964013	0.0389710455896068	0.623715333690653	8.44493966221608	2.23472380614582	0.0265409036331881	0.0876521543765853	-3.81820312162855
GLTSCR2	0.287019640224058	0.033691277159211	0.540348003288904	10.0767728042211	2.23413595695698	0.0265802104310847	0.0877430218203643	-3.81943724823048
LRRC8B	0.230630029070781	0.0270668492335689	0.434193208907993	3.77720122727638	2.23407848852926	0.026584055800146	0.0877430218203643	-3.81955788051922
SNORD8	-0.119023637726925	-0.224103179894074	-0.0139440955597766	2.87723129232663	-2.23355600724322	0.0266190386617217	0.0878326527085684	-3.82065448868699
KIAA0319L	0.278742006236492	0.0326212544650035	0.524862758007981	6.97761496147739	2.23324303403034	0.026640013039348	0.0878760218481962	-3.82131125489424
CD8A	0.59719521399785	0.0698040988839319	1.12458632911177	5.93652159727136	2.23287961567317	0.0266643861192407	0.0878918416580468	-3.82207376930176
TIAL1	0.170164315811337	0.0198898472713397	0.320438784351334	6.27902587601508	2.23287849280859	0.026664461455534	0.0878918416580468	-3.82207612508279
B4GALNT1	-0.109301659027977	-0.205831866282934	-0.0127714517730194	2.61343884449749	-2.23277681951037	0.0266712837844487	0.0878918416580468	-3.82228943200995
INO80C	0.152858297281685	0.0178526612830019	0.287863933280368	5.75187951188945	2.23264111357504	0.0266803920868266	0.0878918416580468	-3.82257412381939
C18orf21	0.217618064176471	0.0254115113084255	0.409824617044517	4.67734693025628	2.2325878257891	0.0266839693930641	0.0878918416580468	-3.82268590954632
MCM10	-0.112100779542803	-0.211131369506787	-0.0130701895788196	2.42905325820603	-2.23213812746359	0.0267141750878566	0.0879500726147462	-3.82362917407259
NUP214	0.266580330270447	0.031076435638354	0.50208422490254	7.95628449451256	2.23209054313868	0.0267173730095352	0.0879500726147462	-3.82372897399821
ATAD2	-0.213533857436872	-0.402185405402128	-0.024882309471615	2.69286518931156	-2.23196906941977	0.0267255382050667	0.0879500726147462	-3.82398373504122
LENG8	0.164674304680775	0.0191816548294909	0.310166954532058	4.32487619619598	2.23185812595358	0.0267329974771787	0.0879500726147462	-3.8242163999857
SLC25A35	-0.142267571864656	-0.268008273675737	-0.0165268700535757	3.03250222833668	-2.2310630247447	0.0267865090519	0.0881002944256804	-3.82588352410946
NACA	0.137956676528452	0.0160168560936429	0.259896496963261	10.098380137201	2.23089418589397	0.0267978841627621	0.0881118828228878	-3.82623746345241
GRIPAP1	0.206294973564083	0.0238798436500919	0.388710103478075	4.40602518315578	2.23002426674424	0.0268565595019662	0.0882789428034754	-3.82806068454844
S1PR4	0.256009945082017	0.0295948223284083	0.482425067835625	6.26782919762814	2.22963208275957	0.0268830485218908	0.088340137778231	-3.8288824230181
ERO1L	-0.283892894989237	-0.535018009152896	-0.0327677808255787	5.75730951580402	-2.22918532704214	0.0269132511317006	0.088413496545651	-3.82981833779152
UBLCP1	0.202418695968438	0.0232943947290636	0.381542997207813	6.94236553396985	2.22832181964321	0.0269717116150872	0.0885582585568841	-3.83162680670519
SLC41A3	-0.130893046354615	-0.246723952775492	-0.0150621399337371	3.01142364019095	-2.22830133249675	0.0269730999596712	0.0885582585568841	-3.83166970545803
ADSL	0.232344287461504	0.0267093415152716	0.437979233407736	6.66233866313065	2.22800867387232	0.0269929392311132	0.0885844350234217	-3.83228247270404
ST3GAL6	0.238598071567672	0.0274227703249046	0.449773372810439	2.73425373455779	2.22795085248149	0.026996860433087	0.0885844350234217	-3.83240352981765
C5AR1	0.247987698874947	0.0284867283293974	0.467488669420497	7.92920845523116	2.22779637678078	0.0270073387511298	0.088592913026945	-3.83272693152325
TTC21A	-0.133046647278096	-0.250824059539294	-0.0152692350168971	2.63776053876382	-2.22753084445327	0.0270253584721558	0.0886261171170462	-3.83328278542527
C19orf70	0.189564554482545	0.0217392028077967	0.357389906157294	4.11596351974372	2.22731359568472	0.0270401093204278	0.0886278922366739	-3.83373751781457
DBR1	0.137619309363224	0.0157770639992086	0.259461554727239	2.61228861242211	2.22722083003848	0.0270464100942623	0.0886278922366739	-3.83393167659665
N4BP3	-0.117664148010999	-0.22184217060344	-0.0134861254185585	2.35607203427136	-2.22715192859149	0.0270510908042909	0.0886278922366739	-3.83407588256641
TSPAN3	-0.191904182440935	-0.361820372920886	-0.0219879919609836	3.14908039361809	-2.22705773939994	0.0270574905366998	0.0886278922366739	-3.83427300718495
ZNF124	0.147969092153277	0.0169294202054024	0.279008764101151	2.78713584099497	2.22664002516694	0.0270858882127096	0.0886825466721283	-3.83514712841847
MLL	0.247986021752749	0.0283666086644614	0.467605434841037	5.84559398147236	2.22657984970987	0.0270899812860502	0.0886825466721283	-3.83527304053906
MRPL49	0.153271991186754	0.0175172342022775	0.289026748171231	5.49258599423116	2.2263300190756	0.027106980264184	0.0887123162801612	-3.83579575572753
SNW1	0.122723295118605	0.0139685201029841	0.231478070134225	7.70241697378894	2.22515604631004	0.0271869839913717	0.0889482024347444	-3.83825128748215
CHEK1	-0.151674194412483	-0.286099333512883	-0.0172490553120825	2.86967624478392	-2.2249128373506	0.0272035838089527	0.0889752514200815	-3.83875983995998
REV1	0.196075263894075	0.0222855304435714	0.369864997344579	4.60252581054271	2.22474628635677	0.0272149565494659	0.0889752514200815	-3.83910806937482
DHX15	0.226328470188189	0.0257186629411383	0.42693827743524	6.23347872081407	2.22468653750376	0.027219037437635	0.0889752514200815	-3.83923298789185
CLEC2D	0.229039341542564	0.0260057020476703	0.432072981037457	4.26043279398995	2.22445634042424	0.0272347650321265	0.0890007376792441	-3.83971423726613
MBOAT2	-0.244224034914875	-0.460749508002113	-0.0276985618276361	7.11181726119095	-2.22413531218568	0.0272567116128211	0.0890465262646517	-3.84038529903717
CHRAC1	0.149980446587997	0.0169968752221025	0.282964017953892	6.05448283463819	2.2239163606374	0.0272716887022547	0.0890695257906584	-3.84084293191045
OMA1	0.325265988176951	0.0368372036483065	0.613694772705595	5.63018381488945	2.22372896395408	0.0272845130049484	0.089071593803642	-3.84123457765332
TMEM121	-0.122635475018172	-0.231387611809197	-0.0138833382271467	2.56200111835176	-2.22361767871173	0.0272921311789546	0.089071593803642	-3.84146714106238
PRKAR1B	-0.173578886568867	-0.327511270963701	-0.0196465021740335	3.01856556309045	-2.22355922293323	0.0272961335849871	0.089071593803642	-3.84158929726237
NMT2	0.193338847752033	0.0218650877016034	0.364812607802462	3.07437966586432	2.22332655072148	0.0273120694660613	0.0890777921836867	-3.84207548676791
ANKRD46	-0.172454532269247	-0.325407673831239	-0.0195013907072552	3.82451888525126	-2.22329970522553	0.0273139086530089	0.0890777921836867	-3.84213157973597
SETD4	0.127012163671929	0.0143566724587015	0.239667654885156	2.70074555351256	2.22318062145648	0.0273220683891334	0.0890785158230259	-3.84238039442939
TMEM9B	-0.188620110553325	-0.355973807202551	-0.021266413904099	6.98106587316583	-2.22246271931127	0.0273713046538165	0.089213122516738	-3.84388011742044
EIF4EBP2	-0.143191925897412	-0.270276853562525	-0.0161069982322985	7.71684621543216	-2.22180675916904	0.0274163601306693	0.0893340282771112	-3.84525003914124
MICALCL	-0.312065950535868	-0.589069687983646	-0.0350622130880897	3.17196531803518	-2.2214807593952	0.0274387758198095	0.0893748746167951	-3.84593072142013
NEO1	-0.387109711914635	-0.730739259238375	-0.0434801645908953	4.11710651030151	-2.22139283421037	0.0274448242674636	0.0893748746167951	-3.84611429154535
PLCG2	0.216422625239116	0.0242938980003276	0.408551352477905	8.12720306495477	2.22122296244605	0.0274565131717423	0.0893870005260493	-3.84646893012126
GZMM	0.334902217893592	0.0374726981300882	0.632331737657095	4.15566384652764	2.22032093185577	0.0275186545644056	0.0895633241072389	-3.84835165341526
RUFY2	0.213125201074123	0.023786768361498	0.402463633786749	3.44676097438191	2.21961590250252	0.0275673094981624	0.0896956645950647	-3.84982268884745
POLR3K	0.22624902935318	0.0252296664407436	0.427268392265617	4.29001917281407	2.2193747047104	0.0275839720050162	0.0897197205691908	-3.8503258433122
UBE2S	-0.26183717041129	-0.494486335159846	-0.0291880056627342	5.98623382274874	-2.21927745241018	0.0275906928964781	0.0897197205691908	-3.85052870331538
GPBAR1	0.231820680649689	0.0257643691548828	0.437876992144496	4.08930309	2.21844187625963	0.0276484963762564	0.0898816414641798	-3.85227129591955
RHBDD2	0.257753433566235	0.0286112501214256	0.486895617011045	5.05139489401508	2.21810045873086	0.0276721452194906	0.0899249952541459	-3.85298314217546
NGRN	-0.261689438364419	-0.494339368714776	-0.0290395080140617	6.61580070976884	-2.21801800722338	0.027677858991964	0.0899249952541459	-3.85315503572134
FGF3	-0.133697176883308	-0.252620574983082	-0.0147737787835345	2.27668418619598	-2.21685213349936	0.0277587621788295	0.0901617450566785	-3.85558498027176
PLBD2	-0.11897720204065	-0.224842642790673	-0.0131117612906275	2.88968941138191	-2.21611014042811	0.0278103580364523	0.0902939646824573	-3.85713082958707
RNASEN	0.1922381171846	0.0211796343846622	0.363296599984539	3.26244171730151	2.21603537043345	0.0278155619236549	0.0902939646824573	-3.85728657620561
MIP	-0.131157307759445	-0.247879227652552	-0.0144353878663372	2.45189556539196	-2.21575567569749	0.0278350357878316	0.0903310502056234	-3.85786913876259
FAM48A	0.230813688769485	0.0253142703559046	0.436313107183066	7.04830140401508	2.21479107157418	0.0279022876398122	0.0905231199462192	-3.85987772978925
ITM2A	0.406934502880203	0.0445595056068486	0.769309500153557	6.31092700781407	2.21435928932096	0.0279324370411331	0.0905947423339873	-3.86077655887395
E4F1	0.118000435125298	0.0128826044208564	0.22311826582974	2.56463456721608	2.21354837919101	0.0279891357022513	0.090752407064624	-3.86246415786556
OGT	0.253744256511718	0.0276603961626761	0.47982811686076	5.7319993190603	2.2131378215665	0.0280178798968167	0.090784780355799	-3.86331835242219
OAS2	0.626161030773075	0.068198238712003	1.18412382283415	4.71515101642211	2.21290411479307	0.0280342537560634	0.090784780355799	-3.86380452886407
C19orf45	-0.138377965011716	-0.26168565422463	-0.0150702757988024	3.17689050629146	-2.21288364929082	0.0280356879965398	0.090784780355799	-3.86384710059598
CDCA2	-0.150759847290291	-0.285103435866255	-0.016416258714327	2.27864819290452	-2.21284270076627	0.0280385578966152	0.090784780355799	-3.86393227938139
ARID3B	0.191570712257053	0.0208590455057637	0.362282379008342	6.71406813021608	2.21282826807258	0.0280395694807699	0.090784780355799	-3.86396230109067
BAT5	0.141591278213061	0.0153925002389094	0.267790056187214	8.38310245238693	2.21239746554989	0.0280697789252395	0.0908563770115483	-3.8648583356049
SARS	0.177353075978236	0.0192655133632225	0.33544063859325	6.65935910985427	2.21219201833742	0.0280841955837366	0.0908768289621372	-3.86528559086005
KDM1B	0.217518967223576	0.0236098967633457	0.411428037683806	5.83871790220603	2.21197802175984	0.0280992190051184	0.0908992319617869	-3.86573058558491
CLOCK	0.148121691975371	0.0160034678092881	0.280239916141453	3.0412986450804	2.21074034061049	0.028186246175601	0.0911544825886439	-3.86830347647034
NUP93	0.235042706460788	0.0253144279702663	0.44477098495131	3.84387145552261	2.20989473213108	0.0282458393525786	0.0913057016370356	-3.87006053999955
PAGE5	-0.151684098101149	-0.287039192505454	-0.016329003696845	2.38983560378392	-2.20977088382461	0.0282545765806888	0.0913057016370356	-3.87031782690461
C3orf23	-0.199828719974173	-0.378148846082078	-0.0215085938662679	4.05526177665327	-2.20973066880451	0.0282574141672986	0.0913057016370356	-3.87040136807946
TLR9	-0.10976779837757	-0.2077323875275	-0.0118032092276397	2.34473191992965	-2.2094675705607	0.0282759845806796	0.0913394067254998	-3.87094788285697
TRBV9	0.30518997552702	0.0327059570396261	0.577673994014414	4.214277111	2.20856928650562	0.028339468537171	0.0915063977864661	-3.87281335669588
VRK3	0.211995214856052	0.0227131814967038	0.4012772482154	5.90761424905528	2.20850539695992	0.0283439884785026	0.0915063977864661	-3.87294600917461
PYGL	0.236908389347443	0.0253700584928424	0.448446720202043	9.35137744053769	2.20837675071511	0.0283530916075642	0.0915094604601912	-3.87321310351796
SREBF1	-0.147486338022238	-0.279198981761638	-0.0157736942828375	3.71594276247236	-2.20803587327586	0.0283772246872249	0.0915610165152494	-3.87392075912873
RFNG	-0.165747567871593	-0.313793033786516	-0.0177021019566701	2.85879424257286	-2.20766845818072	0.0284032565153948	0.0915952009128954	-3.87468339018193
UBA7	0.225218572807988	0.0240428148641191	0.426394330751856	5.18210269384925	2.20754901548944	0.0284117236455734	0.0915952009128954	-3.87493128734446
CCNB1	-0.402345277527021	-0.76174022511943	-0.042950329934613	2.91576289462312	-2.20754080603249	0.0284123056832818	0.0915952009128954	-3.87494832518191
ELP2	0.211471101139888	0.0225481665714332	0.400394035708342	3.69343016322111	2.20723280995404	0.0284341496041281	0.0916392954788988	-3.87558749412236
SGK223	0.177965126576039	0.0188750564864233	0.337055196665655	5.46170898047739	2.20583810171914	0.028533248653956	0.0919042049927086	-3.87848080166656
HOXB9	-0.159570896525346	-0.302219292822702	-0.0169225002279911	3.14629912794975	-2.2058124872571	0.0285350714531473	0.0919042049927086	-3.87853392234231
DNAH10	-0.156060386998327	-0.295575757035997	-0.0165450169606563	2.92778732230151	-2.2057303738949	0.0285409155586874	0.0919042049927086	-3.8787042095821
